data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1602872,760,SYR32360,32360,29-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Ariha,Ariha,Nahleh,35.7831,36.5915,1,SOHR: SOHR_http://www.syriahr.com/en/?p=90744,Other-Local,Unknown gunmen shot and killed 1 person in Nahleh village in Idleb countryside.,1,1525805094,SYR
1602831,760,SYR32319,32319,29-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR: SOHR_http://www.syriahr.com/en/?p=90731,Other-Local,Turkish border guards killed 1 civilian while he was trying to cross the border illegally from Idleb into Turkey.,1,1525805094,SYR
1599986,760,SYR32297,32297,27-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Al Ma'ra,Heish,Tah,35.5406,36.7264,1,SOHR: SOHR_http://www.syriahr.com/en/?p=90562,Other-Local,1 person was killed by gunfire in Tah village in the Idleb countryside.,1,1525199016,SYR
1599985,760,SYR32296,32296,27-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Idleb,Sarmin,Sarmin,35.9037,36.7238,2,SOHR: SOHR_http://www.syriahr.com/en/?p=90562,Other-Local,"Unidentified gunmen targeted a person driving a motorbike on the road near Sarmin in Idleb countryside, injuring the rider seriously. No fatalities reported.",0,1525199016,SYR
1599984,760,SYR32295,32295,26-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Harim,Dana,Sarmada,36.1866,36.7239,1,SOHR: SOHR_http://www.syriahr.com/en/?p=90562,Other-Local,Unidentified gunmen shot and killed a person in Sarmada town in northern Idleb.,1,1525199016,SYR
1599983,760,SYR32294,32294,26-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Idleb,Saraqab,Jobas,35.8373,36.7609,1,SOHR: SOHR_http://www.syriahr.com/en/?p=90562,Other-Local,Unidentified gunmen shot and killed a pharmacist in Jobas village in Idleb.,1,1525199016,SYR
1599982,760,SYR32293,32293,26-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,Afrin,Afrin,Ibbin,36.4659,36.9933,2,SOHR: SOHR_http://www.syriahr.com/en/?p=90562,Other-Local,Unidentified gunmen shot and killed a young man in the Ibbin area of Idleb countryside.,1,1525199016,SYR
1599977,760,SYR32288,32288,25-Apr-18,2018,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,3,SOHR: SOHR_http://www.syriahr.com/en/?p=90327,Other-Local,A civilian from the northern countryside of Homs was killed under torture in the Syrian regime prisons.,1,1525199016,SYR
1599975,760,SYR32286,32286,25-Apr-18,2018,1,Violence against civilians,Islamic State (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Damascus,Damascus,Damascus,Damascus - Al-Qadam,33.4706,36.2891,1,SOHR: SOHR_http://www.syriahr.com/en/?p=90362,Other-Local,The Islamic State executed 2 fighters of the Syrian army in Al-Qadam neighbourhood after they were arrested during the clashes south Damascus.,2,1525199016,SYR
1599988,760,SYR32299,32299,23-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,1,SOHR: SOHR_ http://www.syriahr.com/en/?p=90124,Other-Local,"A child was killed by Turkish border guards as he, along with his family, attempted to cross into Turkey from Idleb.",1,1525199016,SYR
1599981,760,SYR32292,32292,23-Apr-18,2018,1,Violence against civilians,Islamist Rebels (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Idleb,Maaret Tamsrin,Kafraya,35.9899,36.6769,1,SOHR: SOHR_ http://www.syriahr.com/en/?p=90115,Other-Local,"Islamic militias snipers fired shots in Kafraya in Idlib, wounding a young man.",0,1525199016,SYR
1599980,760,SYR32291,32291,23-Apr-18,2018,1,Violence against civilians,Opposition Rebels (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Dar'a,Dar'a,Busra Esh-Sham,Busra Esh-Sham,32.5146,36.4779,1,SOHR: SOHR_http://www.syriahr.com/en/?p=90142,Other-Local,An unidentified rebel faction executed a man from Sahm al-Sham in a public sqaure in Busra Esh-Sham in Dar'a. The man was accused of killing the faction's commander and cooperating with regime forces.,1,1525199016,SYR
1599979,760,SYR32290,32290,23-Apr-18,2018,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Protesters (Syria),,6,26,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Abzemo,36.1655,36.8646,1,SOHR; SHAM: SOHR_ http://www.syriahr.com/en/?p=90143; Sham_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-23-04-2018.html,Other-Local,An unknown number of civilians were wounded when Hayat Tahrir Al Sham fightes fired shots on protesters in Abzemo in the countryside of Aleppo city. The protesters rejected the return of Hayat Tahrir Al Sham fighters to the town and demanded their explusion from the area.,0,1525199016,SYR
1599987,760,SYR32298,32298,22-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,1,SOHR: SOHR_http://www.syriahr.com/en/?p=90052,Other-Local,A civilian was killed by Turkish border guards as he attempted to cross into Turkey from Idleb.,1,1525199016,SYR
1599978,760,SYR32289,32289,22-Apr-18,2018,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Protesters (Syria),,6,26,Middle East,Syria,Aleppo,Jebel Saman,Daret Azza,Taqad,36.1987,36.8698,1,SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=90054; Sham_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-22-04-2018.html,Other-Local,A child was killed and unknown number of civilians were wounded when Hayat Tahrir Al Sham fightes fired shots on protesters in Taqad in the countryside of Aleppo city. The protesters rejected the return of Hayat Tahrir Al Sham fighters to the town and demanded their explusion from the area.,1,1525199016,SYR
1599976,760,SYR32287,32287,22-Apr-18,2018,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Rural Damascus,Rural Damascus,Arbin,Arbin,33.5388,36.3653,1,SHAM: Sham_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-22-04-2018.html,Other-Local,A woman and her daughter were shot by regime forces after they attempted to stop them from looting their property.,0,1525199016,SYR
1584817,760,SYR31885,31885,21-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Jisr-Ash-Shugur,Darkosh,Dorriyeh,35.9931,36.3097,2,SOHR; SOHR_http://www.syriahr.com/en/?p=90006,Other-Local,"The body of a man from Al Mayadin city was found in the Dorriyeh area of Idleb, along the Turkish border, after contact with him was reportedly lost as he attempted to cross the border. Turkish border guards are suspected to have been responsible for his death, a yet unverified claim.",1,1524602205,SYR
1584822,760,SYR31856,31856,20-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,36.6978,38.9548,2,SOHR; SOHR_http://www.syriahr.com/en/?p=89955,Other-Local,The bodies of 2 young men were found in the Tell Abiad area after allegedly being killed by the gunshots of Turkish border guards when they tried to cross the border.,2,1524602205,SYR
1584821,760,SYR31823,31823,20-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR; SOHR_http://www.syriahr.com/en/?p=89955,Other-Local,The body of a media activist from the Idleb countryside was found near the Syrian-Turkish border. Turkish border guards were accused of killing him as he attempted to cross the border.,1,1524602205,SYR
1584820,760,SYR31765,31765,19-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR; SOHR_http://www.syriahr.com/en/?p=89910,Other-Local,A young man was shot and killed by Turkish border guards in Idleb as he attempted to cross into Turkey.,1,1524602205,SYR
1584816,760,SYR31801,31801,19-Apr-18,2018,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Harim,Dana,Sarmada,36.1866,36.7239,1,LiveUMap; LiveUMap _ https://syria.liveuamap.com/en/2018/19-april-at-least-five-civilians-were-shot-and-wounded-by; LiveUMap_https://twitter.com/ShahbaPress/status/986914705448099840; LiveUMap_ https://syria.liveuamap.com/en/2018/19-april-protest-in-sarmada-idlib-today-against-hayat-tahrir; LiveUMap_LiveUMap_https://twitter.com/Elizrael/status/986963757145444353,Other-Local,"Hayat Tahrir Al-Sham fighters fires shots on a civilian protest in Sarmada in Idleb who demonstrated against the presence of Hayat Tahrir Al-Sham in the city. The killed and wounding five civilians, coded two fatalities.",2,1524602205,SYR
1584812,760,SYR31777,31777,19-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),UN: United Nations,7,37,Middle East,Syria,Hama,Hama,Hamra,Duma,35.3402,37.003,1,LiveUMap_ https://syria.liveuamap.com/en/2018/18-april-head-of-the-opcw-says-the-un-security-team-has-been; LiveUMap_ https://twitter.com/SkyNewsBreak/status/986561497508835329,Other-Local,An unidentified armed group fired shots at UN Security team in Duma in Rural Damascus.,0,1524602205,SYR
1584819,760,SYR31691,31691,18-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR; SOHR_http://www.syriahr.com/en/?p=89766,Other-Local,A civilian was killed by military forces of Turkey as he attempted to cross into Turkey from Idleb.,1,1524602205,SYR
1584808,760,SYR31722,31722,18-Apr-18,2018,1,Violence against civilians,Islamist Rebels (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Idleb,Maaret Tamsrin,Kafraya,35.9899,36.6769,1,SOHR; SOHR_http://www.syriahr.com/en/?p=89740,Other-Local,"Islamic rebel snipers fired shots in Kafraya, a Shiite town in Idlib, injuring one person.",0,1524602205,SYR
1584807,760,SYR31706,31706,18-Apr-18,2018,1,Violence against civilians,Islamist Rebels (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Idleb,Bennsh,Foah,35.982,36.7036,1,SOHR; SOHR_http://www.syriahr.com/en/?p=89740,Other-Local,"Islamic rebel snipers fired shots in Foah, a Shiite town in Idlib, injuring one person.",0,1524602205,SYR
1584818,760,SYR31627,31627,17-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,2,SOHR; SOHR_http://www.syriahr.com/en/?p=89719,Other-Local,"The Turkish army shot a civilian while he was trying to cross the Turkish borders in Idleb countryside, which led to his immediate death.",1,1524602205,SYR
1584815,760,SYR31655,31655,17-Apr-18,2018,1,Violence against civilians,HTS: Hayat Tahrir al-Sham,,2,Civilians (Syria),,7,27,Middle East,Syria,Idleb,Al Ma'ra,Heish,Kafrsajna,35.5271,36.5896,1,SOHR; LiveUMap; SOHR_http://www.syriahr.com/en/?p=89693; LiveUMap_https://syria.liveuamap.com/en/2018/17-april-the-people-of-the-village-of-kfar-sagna-in-south; LiveUMap_https://twitter.com/JAN_Violations/status/986185319694372865; LiveUMap_ https://syria.liveuamap.com/en/2018/17-april-hts-expelled-from-kfar-sejena-town-in-southern-idlib; LiveUMap_ https://twitter.com/markito0171/status/986185608421879808; LiveUMap_ https://syria.liveuamap.com/en/2018/17-april-the-people-of-the-village-of-kfar-sagna-in-south; LiveUMap_ https://twitter.com/JAN_Violations/status/986185319694372865,Other-Local,"The civilians of Kafrsajna expelled HTS from the village after its raided on the village in Idleb countryside where HTS arrested 1 civilian and shot another civilian, which led to his injury. No fatalities were reported.",0,1524602205,SYR
1584814,760,SYR31652,31652,17-Apr-18,2018,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Aleppo,Jebel Saman,Haritan,Kafr Hamra,36.2543,37.0813,1,SOHR; SOHR_http://www.syriahr.com/en/?p=89694,Other-Local,"The Syrian army targeted a civilian vehicle that is used to transport water in the outskirts of Kafr Hamra village in the northern countryside of Aleppo, which led to the killing of the driver.",1,1524602205,SYR
1346301,760,SYR31493,31493,14-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-),,8,Civilians (Syria),,7,78,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8493,40.0747,2,SOHR; SOHR_http://www.syriahr.com/en/?p=89505,Other-Local,2 civilians were tortured to death when they were arrested by the Turkish army while they were trying to cross the Turkish border near Ras Al Ain town in the northern countryside of Al Hasakeh city.,2,1523998753,SYR
1346248,760,SYR31440,31440,13-Apr-18,2018,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Rural Damascus,Darayya,Hajar Aswad,Hajar Aswad,33.4579,36.303,1,SOHR; SOHR_http://www.syriahr.com/en/?p=89282,Other-Local,"The Islamic State executed a civilian on charges of ""insulting Allah"" in Hajar Aswad neighbourhood in Rural Damascus.",1,1523998753,SYR
1346355,760,SYR31461,31461,13-Apr-18,2018,1,Violence against civilians,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Dar'a,Izra',Tassil,Tassil,32.8354,35.9717,1,SOHR; SOHR_http://www.syriahr.com/en/?p=89283,Other-Local,The Islamic State publically executed a young man in Tassil town in Dar'a countryside on charges of cooperation with the rebel factions.,1,1524053812,SYR
1346383,760,SYR31374,31374,12-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-),Operation Olive Branch,8,Civilians (Syria),,7,78,Middle East,Syria,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,3,SOHR; SOHR_http://www.syriahr.com/en/?p=89241,Other-Local,"Turkish or Olive Branch forces reportedly killed a young man, who reportedly had cognitive impairments, in Afrin area of northern Aleppo under accusations that he belonged to the Kurdistan Worker's Party.",1,1524053812,SYR
1346385,760,SYR31376,31376,12-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,Jebel Saman,Jebel Saman,Aleppo - University of Aleppo,36.2102,37.1215,1,SOHR; SOHR_http://www.syriahr.com/en/?p=89229,Other-Local,Several civilians were injured by the firing of explosive bullets around the perimeter of the Arts and Mechanic Engineering facilities in the University area of Aleppo city. No fatalities reported.,0,1524053812,SYR
1346391,760,SYR31382,31382,12-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,Dar'a,Da'el,Da'el,32.7544,36.1311,1,SOHR; SOHR_http://www.syriahr.com/en/?p=89217,Other-Local,2 men who were working on servicing electricity in Da'el town were injured after being shot by an unidentified armed group. No fatalities reported.,0,1524053812,SYR
1346013,760,SYR31205,31205,8-Apr-18,2018,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Homs,Homs,Homs,Homs,34.73,36.7197,3,SOHR; SOHR_http://www.syriahr.com/en/?p=88845,Other-Local,A young man was killed by a regime sniper at the outskirts of the village of al-Mashroa in the northern Homs countryside.,1,1523998753,SYR
1346018,760,SYR31210,31210,8-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Harim,Dana,Kafr Lusin,36.2555,36.7148,2,SOHR; SOHR_http://www.syriahr.com/en/?p=88818,Other-Local,A girl was killed by a Turkish border guard near Kafr Lusin when she came near the Turkish-Syrian border line.,1,1523998753,SYR
1346630,760,SYR31132,31132,7-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,Dar'a,Da'el,Da'el,32.7544,36.1311,2,SOHR; SOHR_http://www.syriahr.com/en/?p=88795,Other-Local,Unidentified gunmen shot and killed a young man in the road between the towns of Da'el and Nawa.,1,1524053812,SYR
1346653,760,SYR31154,31154,7-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Dar'a,Izra',Jasim,Namar,33.0229,36.0266,2,SOHR; SOHR_http://www.syriahr.com/en/?p=88772,Other-Local,The body of a man who had been kidnapped a week previously was found in the area between the towns of Namar an al-Harrah.,1,1524053812,SYR
1345976,760,SYR31168,31168,7-Apr-18,2018,1,Violence against civilians,Militia (Pro-Government),,3,Civilians (Syria),,7,37,Middle East,Syria,Homs,Homs,Homs,Homs,34.73,36.7197,3,SOHR; SHAM; SOHR_http://www.syriahr.com/en/?p=89504; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-14-04-2018.html,Other-Local,1 child was killed and others were injured when loyal militants of the Syrian regime shot at the IDPs buses coming from the Eastern Ghouta as it passed though Homs.,1,1523998753,SYR
1345977,760,SYR31169,31169,7-Apr-18,2018,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,3,SOHR; SOHR_http://www.syriahr.com/en/?p=88859,Other-Local,A man from Tafas town in Dar'a governorate died under torture in an unspecified regime prison.,1,1523998753,SYR
1346879,760,SYR31007,31007,5-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Aleppo,Al Bab,Al Bab,Al Bab,36.3697,37.5149,1,SOHR; LiveUMap; SOHR_http://www.syriahr.com/en/?p=88567; LiveUMap_https://syria.liveuamap.com/en/2018/5-april-two-unidentified-bodies-were-found-in-the-city-of; LiveUMap_https://twitter.com/jisrtv/status/981816267677069312,Other-Local,The bodies of two men who had signs of torture were found on the outskirts of the town of al-Bab.,2,1524053813,SYR
1346896,760,SYR31025,31025,5-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),,7,78,Middle East,Syria,Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,35.9924,36.3934,2,SOHR; SOHR_http://www.syriahr.com/en/?p=88676,Other-Local,A girl was shot and killed by Turkish border guards as she attempted to enter Turkey from the Darkosh area of Idleb.,1,1524053813,SYR
1347039,760,SYR30965,30965,4-Apr-18,2018,1,Violence against civilians,Khalid ibn al-Walid Army,,2,Civilians (Syria),,7,27,Middle East,Syria,Dar'a,Dar'a,Ash-Shajara,Ein Thakar,32.8587,35.9082,1,SOHR; SOHR_http://www.syriahr.com/en/?p=88553; SOHR_http://www.syriahr.com/en/?p=88658,Other-Local,Khalid ibn al-Walid Army executed a woman in Ein Thakar town in Dar'a countryside on charges of working with the rebel factions in the area.,1,1524053813,SYR
1347393,760,SYR30838,30838,2-Apr-18,2018,1,Violence against civilians,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Arisha Camp,36.279,40.7736,1,SHAM; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A7%D8%AB%D9%86%D9%8A%D9%86-02-04-2018.html,Other-Local,1 civilian was beaten to death by QSD fighters in Arisha camp in Al-Hasakeh countryside.,1,1524053813,SYR
1347558,760,SYR30824,30824,1-Apr-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Homs,Ar-Rastan,Talbiseh,Talbiseh,34.8427,36.7267,2,SOHR; SOHR_http://www.syriahr.com/en/?p=88391,Other-Local,1 person was injured by gunshot wounds from an unidentified perpetrator in the vicinity of Talbiseh in northern Homs. No fatalities reported,0,1524053813,SYR
1347561,760,SYR30821,30821,1-Apr-18,2018,1,Violence against civilians,QSD: Syrian Democratic Forces,,2,Civilians (Syria),,7,27,Middle East,Syria,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Ras Al Ain,36.8494,40.0747,1,SHAM; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-01-04-2018.html,Other-Local,The Syrian Democratic Forces fighters shot a civilian in Ras Al Ain city in Al-Hasakeh countryside which led to his immediate death.,1,1524053813,SYR
1347596,760,SYR30786,30786,1-Apr-18,2018,1,Violence against civilians,Militia (Pro-Government),,3,Civilians (Syria),Refugees/IDPs (Syria),7,37,Middle East,Syria,Lattakia,Jablah,Beit Yashout,Beit Yashout,35.3166,36.1242,1,SOHR; SOHR_http://www.syriahr.com/en/?p=88345,Other-Local,"A convoy carrying IDPs from the Eastern Ghouta was targeted by pro-regime gunmen as it passed through Beit Yashout town in Lattakia, resulting in the injury of 6 people. No fatalities reported.",0,1524053813,SYR
1347598,760,SYR30784,30784,1-Apr-18,2018,1,Violence against civilians,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),Refugees/IDPs (Syria),7,78,Middle East,Syria,Idleb,Harim,Dana,Bab El Hawa,36.2308,36.692,3,SOHR; SOHR_http://www.syriahr.com/en/?p=88390,Other-Local,"15 civilians, most of whom were IDPs from the Eastern Ghouta, were injured when Turkish border guards pursued them as they tried to cross the border into Turkey, likely in the Idleb province near Turkey's Antakya. Turkish border guards opened fire on the bus they were traveling in, causing it to overturn. The wounded were then transported to hospitals in Antakya amid fears of being arrested or further targeted by border guards. No fatalities reported.",0,1524053813,SYR
1347718,760,SYR30769,30769,31-Mar-18,2018,1,Violence against civilians,Khalid ibn al-Walid Army,,2,Civilians (Syria),,7,27,Middle East,Syria,Dar'a,Izra',Tassil,Tassil,32.8355,35.9718,1,SOHR; SOHR_http://www.syriahr.com/en/?p=88297,Other-Local,"Khaled Ibn al Walid fighters in Tassil town in western Dar'a publicly executed by gunshot a child under the age of 18 on charges of ""cooperating with Israel.""",1,1524053813,SYR
1348067,760,SYR30677,30677,29-Mar-18,2018,1,Violence against civilians,Unidentified Armed Group (Syria),,3,Civilians (Syria),QSD: Syrian Democratic Forces; Menbij Military Council,7,37,Middle East,Syria,Aleppo,Menbij,Menbij,Menbij,36.5258,37.951,2,SOHR; LiveUMap; SOHR_http://www.syriahr.com/en/?p=88232; LiveUMap_https://syria.liveuamap.com/en/2018/29-march-sdf-official-confirms-to-amberinzaman-that-shervanderwish; LiveUMap_https://twitter.com/vvanwilgenburg/status/979446969960665088,Other-Local,"Unidentified gunmen attempted to assassinate the spokesperson of the QSD's Menbij Military Council, Sharfan Darwish, on the road between Menbij and Aleppo, injuring Mr. Darwish. Fighters from Ertugrul Resistance Brigade claimed responsibility but it was yet unconfirmed who carried out the attack.",0,1524053814,SYR
1348077,760,SYR30667,30667,29-Mar-18,2018,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Rural Damascus,Rural Damascus,Kafr Batna,Kafr Batna,33.5126,36.3721,1,SHAM; LiveUMap; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-29-03-2018.html; LiveUMap_https://syria.liveuamap.com/en/2018/29-march-the-government-forces-execute-4-people-including; LiveUMap_https://twitter.com/HalabTodayTV/status/979268521967448064,Other-Local,The Syrian Army executed 4 civilians including a woman in Kafr Batna town in Rural Damascus.,4,1524053814,SYR
1348203,760,SYR30640,30640,28-Mar-18,2018,1,Violence against civilians,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Rural Damascus,At Tall,Sidnaya,Sidnaya Military Prison,33.6653,36.329,3,SOHR; SOHR_http://www.syriahr.com/en/?p=88155,Other-Local,A man from Tiba town in Dar'a countryside was killed under torture in the regime's prisons.,1,1524053814,SYR
1348376,760,SYR30577,30577,27-Mar-18,2018,1,Violence against civilians,Opposition Rebels (Syria),Islamist Militia (Syria),2,Civilians (Syria),Khalid ibn al-Walid Army,7,27,Middle East,Syria,Dar'a,Dar'a,Mzeireb,Jlein,32.7579,35.9943,1,SOHR; SOHR_http://www.syriahr.com/en/?p=88138,Other-Local,The rebel and Islamic factions captured a military commander of Khalid ibn al-Walid Army during the clashes in Heit and Jlein then they killed him in Jlein town.,1,1524053814,SYR
